0,1,2,3
0.8275,0.8316326530612245,0.8316326530612245,0.8316326530612245
0.83,0.820580474934037,0.820580474934037,0.83
0.8175,0.8125,0.8125,0.8175
0.8325,0.8337595907928389,0.8337595907928389,0.8337595907928389
0.8325,0.8325,0.8325,0.8325
